id,zhh,zhh_pron,is_r18,chs,en,register,intent
L479,揾笨柒,wan2 ban6 cat6,1,容易上当受骗的人/冤大头/割韭菜/韭菜/替罪羊/替罪羔羊/骗/欺骗/忽悠,milking me dry/fleecing us/a chump/soft shell turtle /cheat/to cheat/to trick/trick/deceive/lie/cheat/to swindle/chouse,Colloquial,curse
L480,撚​樣,nan2 joeng6,1,容易上当受骗的人/冤大头/割韭菜/韭菜/替罪羊/替罪羔羊,milking me dry/fleecing us/a patsy/a chump/soft shell turtle ,Colloquial,curse
L481,戆撚,gong6 nan2,1,容易上当受骗的人/冤大头/割韭菜/韭菜/替罪羊/替罪羔羊,milking me dry/fleecing us/a patsy/a chump/soft shell turtle ,Colloquial,curse
L482,傻到冇朋友,so4 dou3 mou5 pang4 jau5,0,笨到极致/傻到一个点/沙雕/傻叉,boneheaded ,Colloquial,curse
L483,傻到笑,so4 dou3 siu3,0,笨到极致/傻到一个点/沙雕/傻叉,boneheaded ,Colloquial,curse
L484,傻度驚,so4 dou6 ging1,0,笨到极致/傻到一个点/沙雕/傻叉,boneheaded ,Colloquial,curse
L485,傻撚到哩,so4 nan2 dou3 lei1,1,笨到极致/傻到一个点/沙雕/傻叉,boneheaded ,Colloquial,curse
L486,傻到閪噉,so4 dou3 hai1 gam2,1,笨到极致/傻到一个点/沙雕/傻叉,boneheaded ,Colloquial,curse
L487,戇鳩,gong6 gau1,1,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L488,戇戇鳩鳩,gong6 gong6 gau1 gau1,1,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L489,戇鳩鳩,gong6 gau1 gau1,1,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L490,戇直,gong6 zik6,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L491,戇居,gong6 geoi1,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L492,戇居居,gong6 geoi1 geoi1,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L493,傻更更,so4 gang1 gang1,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L494,傻傻更更,so4 so4 gang1 gang1,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L495,戇戇居居,gong6 gong6 geoi1 geoi1,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L496,傻傻哋,so4 so4 dei6,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Formal,curse
L497,懵盛盛,mung2 sing6 sing6,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L498,木契,muk6 kai3,0,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Slang,curse
L499,柒下柒下,cat1 haa5 cat6 haa5,1,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L500,柒柒下,cat1 cat6 haa5,1,呆萌/傻乎乎/呆呆的/沙雕/傻叉/傻里傻气,dunce/Stupid dick/dumbass/stupid/on9/dumb/silly,Colloquial,curse
L501,懵撚,mung2 nan2,1,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L502,碌葛,luk1 got3,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Slang,curse
L503,懵炳,mung2 bing2,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L504,腦入水,nou5 jap6 seoi2,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Slang,curse
L505,反应迟钝,faan2 jing3 ci4 deon6,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Formal,curse
L506,一嚿雲,jat1 gau6 wan4,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L507,一碌木,jat1 luk1 muk6,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L508,慢半拍,maan6 bun3 paak3,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Formal,curse
L509,木嘴,muk6 zeoi2,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Slang,curse
L510,薯头,syu4 tau4,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L511,薯仔,syu4 zai2,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L512,低低哋,dai1 dai1 dei6,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L513,懵仔,mung2 zai2,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L514,番薯,faan1 syu4,0,呆瓜/糊里糊涂/反应迟钝/慢半拍/傻里傻气,One step behind/half a bit slower/obtuse/stupid cock,Colloquial,curse
L515,袖珍,zau6 zan1,0,小巧玲珑/精致/迷你/微缩/微型,petite/diminutive/cute and small/pocket-size/pocket/mini,Slang,
L516,唔等洗,m4 dang2 sai2,0,不等用/没用的/多余的/多余/不切实际/无用,impractical/useless ,Formal,
L517,啜核,zyut3 wat6,0,很过分/很刁钻/很犀利/很极致/真的想不到/很搞笑/很好笑,that's outrageous/tricky/sharp/extreme/unbelievable/hilarious/funny,Slang,
L518,搞嘢,gaau2 je5,0,很过分/很刁钻/很犀利/很极致/真的想不到/很搞笑/很好笑/荒谬/有趣,that's outrageous/tricky/sharp/extreme/unbelievable/hilarious/funny/ridiculous/interesting,Colloquial,
L519,攪笑,gaau2 siu3,0,真的想不到/搞笑/好笑/荒谬/有趣,unbelievable/funny/hilarious/ridiculous/laughable/amusing/entertaining,Colloquial,
L520,劈撚,pek3 nan2,1,很过分/很刁钻/很犀利/很极致/真的想不到/很搞笑/很好笑/荒谬,that's outrageous/tricky/sharp/extreme/unbelievable/hilarious/funny/ridiculous/laughable/amusing/entertaining,Colloquial,
L521,抵死,dai2 sei2,0,很过分/很极致/很搞笑/很好笑/活该/风趣幽默/荒谬/有趣,that's outrageous/extreme/hilarious/very funny/serves him right/funny and humorous/ridiculous/interesting,Colloquial,
L522,風趣,fung1 ceoi3,0,风趣/幽默/风趣幽默/很搞笑/很好笑/搞笑/滑稽,humorous/funny/very funny/charm/humor/wit/witty,Formal,
L523,風趣幽默,fung1 ceoi3 jau1 mak6,0,风趣/幽默/风趣幽默/很搞笑/很好笑/搞笑/滑稽,humorous/funny/very funny/charm/humor/wit/witty,Formal,
L524,黐線,ci1 sin6,0,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L525,发神經,faat3 san4 ging,0,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L526,白痴,baak6 ci1,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L527,黐筋,ci1 gan1,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Slang,curse
L528,黐孖筋,ci1 maa1 gan1,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Slang,curse
L529,忽忽哋,fat1 fat1 dei2,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Slang,curse
L530,腎腎哋,san5 san5 dei2,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Slang,curse
L531,弱智,joek6 zi3,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L532,有病,jau5 beng6,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Formal,curse
L533,癫,din1,0,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L534,shortshort地,short short dei2,0,神经病/发神经/白痴/弱智/有病,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L535,黐撚線,ci1 nan2 sin3,1,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L536,黐鳩線,ci1 gau1 sin3,1,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L537,黐閪線,ci1 hai1 sin3,1,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L538,黐柒線,ci1 cat6 sin3,1,神经病/发神经/白痴/弱智/有病/发疯/抓狂/疯掉,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L539,有鳩病,jau5 gau1 beng6,1,没有病/没事,no disease,Colloquial,
L540,弱鳩智,joek6 gau1 zi3,1,神经病/发神经/白痴/弱智/有病/他妈的弱智,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L541,智障,zi3 zoeng1,0,神经病/发神经/白痴/弱智/有病/他妈的弱智,dork/idiot/ridiculous/moron/crazy/insane/short/idiocy/fool/lunatic/mad/schizophrenic/weak minded/mentally deficient/retarded/,Colloquial,curse
L542,反骨仔,faan2 gwat1 zai2,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Colloquial,curse
L543,二五仔,ji6 ng5 zai2,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Colloquial,curse
L544,食碗麵，反碗底,"sik6 wun2 min6, faan2 wun2 dai2",0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,to return one's kindess with ingratitude and betrayal/Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Slang,curse
L545,恩將仇報,jan1 zoeng1 cau4 bou3,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Formal,curse
L546,忘恩負義,mong4 jan1 fu6 ji6,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Formal,curse
L547,撲街,pok3 gaai1,0,该死/出大事了/跌倒/王八蛋/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/失败了/玩完/糟了/惨了,I'm screwed/I'm fucked/I'm doomed/I'm done/I'm finished/I'm toast/it's over/I'm in trouble/I'm dead/I'm so dead/I'm out of luck/down on my luck /bad luck/unlucky/shit/oh shit/holy shit/damn/god damn it/damn it/fuck /fuck me/fuck this/oh my god/omg/what the hell/what the fuck,Colloquial,curse
L548,正撲街,zing3 pok3 gaai1,0,真该死/真的是王八蛋/正扑街/正一扑街/渣男/贱男/真渣男/真贱男/渣女/贱人,bastard/asshole/jerk/piece of shit/scumbag/dickhead/such a bastard/a real asshole/total jerk/absolute bastard,Colloquial,curse
L549,正一撲街,zing3 jat1 pok3 gaai1,0,真该死/真的是王八蛋/正扑街/正一扑街,bastard / asshole / jerk / piece of shit / scumbag / dickhead / such a bastard / a real asshole / total jerk / absolute bastard,Colloquial,curse
L550,食屎,sik6 si2,0,去死吧/吃屎去/去死,eat shit/eat crap/eat dirt/go to hell/go to hell and die/go fuck yourself/fuck off/fuck you/screw you/up yours/kiss my ass/kiss my arse/bite me/drop dead/go die/die already/to hell with you/to hell with it/rot in hell/burn in hell,Colloquial,curse
L551,柒頭皮,cat6 tau4 pei4,1,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人,Bastard/Asshole/shithead,Colloquial,curse
L552,柒柒哋,cat6 cat6 dei2,1,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人,Bastard/Asshole/shithead,Colloquial,curse
L553,撚樣,nan2 joeng6,1,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Colloquial,curse
L554,粉腸,fan2 coeng2,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Slang,curse
L555,攔坦,laan4 taan2,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报/吃里扒外的货,Bastard/Asshole/shithead/traitor/betrayer/utterly ungrateful,Slang,curse
L556,死你就去,sei2 nei5 zau6 heoi3,0,去死吧你/吃屎去,Go to hell/Drop dead/Get lost/Go die/ Go and die,Colloquial,curse
L557,大镬,daai6 wok6,0,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/出事了/糟了/惨了,Oh shit/oh no/This is fucked up/We’re fucked/We’re in trouble/,Colloquial,
L558,趁地淋,can3 dei6 lam4,0,去死吧/吃屎去,Go to hell/Drop dead/Get lost/Go die/ Go and die,Colloquial,curse
L559,屌閪喇,diu2 hai1 laa3,1,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/出事了/糟了/惨了,Oh shit/oh no/This is fucked up/We’re fucked/We’re in trouble/,Colloquial,
L560,龜缩,gwai1 suk1,0,笨蛋/蠢货/笨7/笨叱/浪费机会/错失良机,dumb person/dumb/imbecile/incredibly stupid/brain dead/silly/dickhead/miss the boat/stupid/stupid prick,Slang,curse
L561,嘥料,saai1 liu6,0,笨蛋/蠢货/笨7/笨叱/浪费机会/错失良机,dumb person/dumb/imbecile/incredibly stupid/brain dead/silly/dickhead/miss the boat/stupid/stupid prick,Colloquial,curse
L562,柒轱辘,cat6 gu1 luk6,1,笨蛋/蠢货/笨7/笨叱/浪费机会/错失良机,dumb person/dumb/imbecile/incredibly stupid/brain dead/silly/dickhead/miss the boat/stupid/stupid prick,Colloquial,curse
L563,乞人憎,hat1 jan4 zang1,0,讨人厌/讨厌鬼/神憎鬼厌,jerk/disgusting,Colloquial,curse
L564,乞閪人憎,hat1 hai1 jan4 zang1,1,讨人厌/讨厌鬼/神憎鬼厌,jerk/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L565,非洲和尚,fei1 zau1 wo4 soeng6,0,讨人厌/讨厌鬼/神憎鬼厌,jerk/disgusting,Slang,curse
L566,神憎鬼厌,san4 zang1 gwai2 jim3,0,讨人厌/讨厌鬼/神憎鬼厌,jerk/disgusting,Formal,curse
L567,樣衰,joeng6 seoi1,0,出洋相/难为情/丑/丑八怪/讨厌/愚蠢/倒霉,clown/bad looking/bad face/ugly face/ugly/,Colloquial,curse
L568,出丑,ceot1 cau2,0,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/倒霉,clown/bad looking/bad face/ugly face/ugly/,Formal,curse
L569,好瘀,hou2 jyu1,0,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢,clown/bad looking/bad face/ugly face/ugly/,Colloquial,curse
L570,核突,wat6 dat6,0,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/不太好,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L571,肉酸,juk6 syun1,0,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/反胃,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L572,反胃,faan2 wai6,0,令人窒息/丑/丑八怪/讨厌/愚蠢/反胃/令人作呕,retching/vomiting/disgusting/horrible/fucking disgust/fu*king disgusting,Colloquial,curse
L573,核閪突突,wat6 hai1 dat6 dat6,1,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/不太好,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L574,核閪突,wat6 hai1 dat6,1,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/不太好,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L575,核鳩突,wat6 gau1 dat6,1,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/不太好,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L576,核撚突,wat6 nan2 dat6,1,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/不太好,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
L577,核鳩突突,wat6 gau1 dat6 dat6,1,小丑/出洋相/难为情/丑/丑八怪/讨厌/愚蠢/不太好,clown/bad looking/bad face/ugly face/ugly/disgusting/fucking disgust/fu*king disgusting,Colloquial,curse
